번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
4518,인천광역시 중구청,인천광역시 중구 중구 동화마을안길 22,인천광역시 중구 송월동3가 3-77,쓰레기단속,1,200,360도전방면,30,2015-02,032-760-7414,37.4783373,126.621022,2023-04-27
4519,인천광역시 중구청,인천광역시 중구 운중로65번길 31-3,인천광역시 중구 운남동534-12,쓰레기단속,1,200,360도전방면,30,2015-02,032-760-7414,37.49530962,126.5411897,2023-04-27
4520,인천광역시 중구청,인천광역시 중구 중구 흰바위로 35,인천광역시 중구 운서동2793-2,쓰레기단속,1,200,360도전방면,30,2015-02,032-760-7414,37.4927508,126.4888272,2023-04-27
4521,인천광역시 중구청,인천광역시 중구 반달로19번길 7,인천광역시 중구 북성동1가 98-527,생활방범,2,200,360도전방면,30,2021-06,032-760-7805,37.47669591,126.6017082,2023-04-27
4522,인천광역시 중구청,인천광역시 중구 백운로414번길 73-22,인천광역시 중구 운북동 465-2,생활방범,3,200,360도전방면,30,2021-06,032-760-7805,37.51263088,126.5233548,2023-04-27
4523,인천광역시 중구청,인천광역시 중구 월미로38번길 16,인천광역시 중구 북성동1가 4-134,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.4778129,126.6154692,2023-04-27
4524,인천광역시 중구청,인천광역시 중구 신포로31번길 21,인천광역시 중구 관동3가 6-12,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.47218571,126.6243229,2023-04-27
4525,인천광역시 중구청,인천광역시 중구 운서4로 17,인천광역시 중구 운서동 2922-1,생활방범,3,200,360도전방면,30,2021-06,032-760-7805,37.48145032,126.5099824,2023-04-27
4526,인천광역시 중구청,인천광역시 중구 마장포로53번길 27,인천광역시 중구 중산동 1236,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.50773188,126.5490237,2023-04-27
4527,인천광역시 중구청,인천광역시 중구 송학로 51,인천광역시 중구 송학동2가 1-1,생활방범,2,200,360도전방면,30,2021-06,032-760-7805,37.47458309,126.6259296,2023-04-27
4528,인천광역시 중구청,인천광역시 중구 차이나타운로44번길 16-10,인천광역시 중구 북성동2가 9-44,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.4758241,126.6187618,2023-04-27
4529,인천광역시 중구청,인천광역시 중구 도원로20번길 5-4,인천광역시 중구 선화동 5-23,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.46609965,126.6371966,2023-04-27
4530,인천광역시 중구청,인천광역시 중구 자연대로 556-22,인천광역시 중구 운북동 385,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.51981121,126.5153856,2023-04-27
4531,인천광역시 중구청,인천광역시 중구 제물량로 79,인천광역시 중구 신흥동2가 42-4,생활방범,1,200,360도전방면,30,2021-06,032-760-7805,37.46680131,126.6339735,2023-04-27
4532,인천광역시 중구청,인천광역시 중구 전소로 26,인천광역시 중구 운남동 536-6,생활방범,3,200,360도전방면,30,2021-06,032-760-7805,37.49555962,126.5395451,2023-04-27
4533,인천광역시 중구청,인천광역시 중구 눈돌로14번길 35,인천광역시 중구 운서동 2780-1,생활방범,2,200,360도전방면,30,2021-06,032-760-7805,37.49147544,126.4835157,2023-04-27
4534,인천광역시 중구청,인천광역시 중구 우현로 93-1,인천광역시 중구 인현동 21-3,생활방범,3,200,고정형,30,2021-06,032-760-7805,37.47513479,126.6307695,2023-04-27
4535,인천광역시 중구청,인천광역시 중구 우현로 93-1,인천광역시 중구 인현동 21-3,생활방범,3,200,고정형,30,2021-06,032-760-7805,37.47513479,126.6307695,2023-04-27
4536,인천광역시 중구청,인천광역시 중구 우현로 93-1,인천광역시 중구 인현동 21-3,생활방범,2,200,고정형,30,2021-06,032-760-7805,37.47513479,126.6307695,2023-04-27
4537,인천광역시 중구청,인천광역시 중구 영종대로27번길 49,인천광역시 중구 운서동 2747-8,생활방범,3,200,360도전방면,30,2021-08,032-760-7805,37.49749172,126.4840274,2023-04-27
4538,인천광역시 중구청,인천광역시 중구 관창로 16,인천광역시 중구 운남동 1531-6,생활방범,3,200,360도전방면,30,2021-08,032-760-7805,37.49149798,126.5309737,2023-04-27
4539,인천광역시 중구청,인천광역시 중구 운남서로10번길 29,인천광역시 중구 운남동 1568,생활방범,3,200,360도전방면,30,2021-08,032-760-7805,37.49006558,126.5309904,2023-04-27
4540,인천광역시 중구청,인천광역시 중구 눈돌로13번길 8,인천광역시 중구 운서동 2766-10,생활방범,2,200,360도전방면,30,2021-09,032-760-7805,37.49411164,126.483926,2023-04-27
4541,인천광역시 중구청,인천광역시 중구 자연대로 632-86,인천광역시 중구 운북동 360-10,생활방범,2,200,360도전방면,30,2021-09,032-760-7805,37.52433508,126.5118682,2023-04-27
4542,인천광역시 중구청,인천광역시 중구 운남로248번길 65-8,인천광역시 중구 운남동 16-12,생활방범,2,200,360도전방면,30,2021-09,032-760-7805,37.49627511,126.5427654,2023-04-27
4543,인천광역시 중구청,인천광역시 중구 자유공원서로 10-21,인천광역시 중구 북성동3가 8-1,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47510244,126.6202335,2023-04-27
4544,인천광역시 중구청,인천광역시 중구 홍예문로 71,인천광역시 중구 전동 30-1,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47622074,126.6272902,2023-04-27
4545,인천광역시 중구청,인천광역시 중구 신포로47번길 7,인천광역시 중구 송학동3가 5-1,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47313598,126.6254586,2023-04-27
4546,인천광역시 중구청,인천광역시 중구 송학로19번길 2,인천광역시 중구 송학동3가 4-1,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.4736764,126.6262175,2023-04-27
4547,인천광역시 중구청,인천광역시 중구 개항로 95-14,인천광역시 중구 경동 145-5,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.4728172,126.6329371,2023-04-27
4548,인천광역시 중구청,인천광역시 중구 월미로50번길 8-3,인천광역시 중구 북성동1가 7-17,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47808249,126.6154077,2023-04-27
4549,인천광역시 중구청,인천광역시 중구 중산로87번길 59-14,인천광역시 중구 중산동 1124-41,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.51025037,126.55972,2023-04-27
4550,인천광역시 중구청,인천광역시 중구 서해대로 495-11,인천광역시 중구 유동 35-24,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47010566,126.6361065,2023-04-27
4551,인천광역시 중구청,인천광역시 중구 제물량로80번길 3-14,인천광역시 중구 신흥동2가 16-12,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.46765854,126.6340823,2023-04-27
4552,인천광역시 중구청,인천광역시 중구 백운로241번길 19,인천광역시 중구 운남동 618,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.50418576,126.5318224,2023-04-27
4553,인천광역시 중구청,인천광역시 중구 백운로 440-35,인천광역시 중구 운북동 719-8,생활방범,2,200,360도전방면,30,2021-12,032-760-7805,37.51380304,126.5147919,2023-04-27
4554,인천광역시 중구청,인천광역시 중구 차이나타운로 44번길 28-12,인천광역시 중구 북성동2가 12-36,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47605356,126.6183506,2023-04-27
4661,인천광역시 중구청,인천광역시 중구 중구 송학로 37,인천광역시 중구 내동3,쓰레기단속,1,200,360도전방면,30,2015-02,032-760-7414,37.47381774,126.6275263,2023-04-27
4662,인천광역시 중구청,인천광역시 중구 답동로 19,인천광역시 중구 답동로 19,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.47032967,126.6305406,2023-04-27
4663,인천광역시 중구청,인천광역시 중구 연안부두로 148번길,인천광역시 중구 연안부두로 148번길,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.44718091,126.595081,2023-04-27
4664,인천광역시 중구청,인천광역시 중구 도원로 54-1,인천광역시 중구 도원로 54-1,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.46914196,126.6384867,2023-04-27
4665,인천광역시 중구청,인천광역시 중구 신포로 46번길,인천광역시 중구 신포로 46번길,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.47240562,126.6269643,2023-04-27
4666,인천광역시 중구청,인천광역시 중구 차이나타운로 52번길 15,인천광역시 중구 차이나타운로 52번길 15,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.47502915,126.6178155,2023-04-27
4667,인천광역시 중구청,인천광역시 중구 참외전로 52,인천광역시 중구 참외전로 52,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.47936809,126.6259777,2023-04-27
4668,인천광역시 중구청,인천광역시 중구 신도시남로 142번길,인천광역시 중구 신도시남로 142번길,쓰레기단속,1,200,360도전방면,30,2017-06,032-760-7414,37.49406758,126.4917521,2023-04-27
4669,인천광역시 중구청,인천광역시 중구 신포동 17-2,인천광역시 중구 신포동 17-2,쓰레기단속,1,200,360도전방면,30,2017-12,032-760-7414,37.47065411,126.6274372,2023-04-27
4670,인천광역시 중구청,인천광역시 중구 송학동 2가 16-7,인천광역시 중구 송학동 2가 16-7,쓰레기단속,1,200,고정형,30,2017-12,032-760-7414,37.47334732,126.6234877,2023-04-27
4671,인천광역시 중구청,인천광역시 중구 사동 15-22,인천광역시 중구 사동 15-22,쓰레기단속,1,200,고정형,30,2017-12,032-760-7414,37.46879593,126.6257076,2023-04-27
4672,인천광역시 중구청,인천광역시 중구 남북동225-2,인천광역시 중구 남북동225-2,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.44943202,126.4173248,2023-04-27
4673,인천광역시 중구청,인천광역시 중구 도원로26번길 27,인천광역시 중구 도원동 41-22,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.46579698,126.6382986,2023-04-27
4674,인천광역시 중구청,인천광역시 중구 북성동 1가 3-7,인천광역시 중구 북성동 1가 3-7,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.48282837,126.6167335,2023-04-27
4675,인천광역시 중구청,인천광역시 중구 신흥동 3가 38-4,인천광역시 중구 신흥동 3가 38-4,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.46289126,126.6355706,2023-04-27
4676,인천광역시 중구청,인천광역시 중구 유동 17-11,인천광역시 중구 유동 17-11,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.46963302,126.6373134,2023-04-27
4677,인천광역시 중구청,인천광역시 중구 전동 17-18,인천광역시 중구 전동 17-18,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.4764166,126.6278632,2023-04-27
4678,인천광역시 중구청,인천광역시 중구 항동 7가 27-173,인천광역시 중구 항동 7가 27-173,쓰레기단속,1,200,360도전방면,30,2018-10,032-760-7414,37.45398058,126.6093077,2023-04-27
4679,인천광역시 중구청,인천광역시 중구 신흥동3가 45-5,인천광역시 중구 신흥동3가 45-5,쓰레기단속,1,200,360도전방면,30,2018-12,032-760-7414,37.44506942,126.6278252,2023-04-27
4680,인천광역시 중구청,인천광역시 중구 을왕동504-3,인천광역시 중구 을왕동504-3,쓰레기단속,1,200,360도전방면,30,2018-12,032-760-7414,37.45364572,126.3950392,2023-04-27
4681,인천광역시 중구청,인천광역시 중구 송월로 2,인천광역시 중구 송월동1가 12-9,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.4796713,126.6233831,2023-04-27
4682,인천광역시 중구청,인천광역시 중구 서해대로410번길 41-1,인천광역시 중구 신흥동3가 28-6,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.46206001,126.6353709,2023-04-27
4683,인천광역시 중구청,인천광역시 중구 연안부두로 135,인천광역시 중구 항동7가 72,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.44652423,126.5989696,2023-04-27
4684,인천광역시 중구청,인천광역시 중구 마시란로 107-11,인천광역시 중구 덕교동 662-6,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.4313402,126.4173553,2023-04-27
4685,인천광역시 중구청,,인천광역시 중구 남북동 928-22,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.44349376,126.4011999,2023-04-27
4686,인천광역시 중구청,인천광역시 중구 눈돌로13번길 8,인천광역시 중구 운서동 2766-1,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.49405586,126.4837915,2023-04-27
4687,인천광역시 중구청,인천광역시 중구 운중로177번길 54,인천광역시 중구 중산동 1346-3,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.49843449,126.5476428,2023-04-27
4688,인천광역시 중구청,인천광역시 중구 백운로414번길 83-16,인천광역시 중구 운북동 457-46,쓰레기단속,1,200,360도전방면,30,2019-09,032-760-7414,37.512875,126.5248657,2023-04-27
4689,인천광역시 중구청,인천광역시 중구 자유공원남로 25,인천광역시 중구 송학동1가 11-1,생활방범,3,200,360도전방면,30,2022-05,032-760-7805,37.47514344,126.6214311,2023-04-27
4690,인천광역시 중구청,인천광역시 중구 제물량로 145,인천광역시 중구 답동 18-4,생활방범,1,130,360도전방면,30,2015-12,032-760-7805,37.46978384,126.6277583,2023-04-27
4691,인천광역시 중구청,인천광역시 중구 제물량로 168,인천광역시 중구 신생동 2-44,생활방범,1,200,360도전방면,30,2019-12,032-760-7805,37.47041869,126.6250109,2023-04-27
4692,인천광역시 중구청,인천광역시 중구 인중로174번길 17-1,인천광역시 중구 사동 18-3,생활방범,1,200,360도전방면,30,2018-06,032-760-7805,37.4696819,126.6259627,2023-04-27
4693,인천광역시 중구청,인천광역시 중구 참외전로56번길16,인천광역시 중구 전동 25-97,생활방범,1,130,360도전방면,30,2015-12,032-760-7805,37.47899959,126.6268324,2023-04-27
4694,인천광역시 중구청,인천광역시 중구 제물량로 122,인천광역시 중구 답동 10-16,생활방범,3,200,360도전방면,30,2019-02,032-760-7805,37.46907437,126.6302921,2023-04-27
4695,인천광역시 중구청,인천광역시 중구 송학로 9,인천광역시 중구 송학동2가 4-2,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47455916,126.6254213,2023-04-27
4696,인천광역시 중구청,인천광역시 중구 개항로 107-5,인천광역시 중구 경동 96-16,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47266902,126.6341495,2023-04-27
4697,인천광역시 중구청,인천광역시 중구 자유공원로 58-6,인천광역시 중구 전동 35-9,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47547302,126.624975,2023-04-27
4698,인천광역시 중구청,인천광역시 중구 왕산로52번길 25,인천광역시 중구 을왕동 878-2,생활방범,2,200,360도전방면,30,2021-12,032-760-7805,37.46353445,126.3690451,2023-04-27
4699,인천광역시 중구청,인천광역시 중구 자유공원서로37번길 54-1,인천광역시 중구 송월동2가 7-10,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47826004,126.6190336,2023-04-27
4700,인천광역시 중구청,인천광역시 중구 우현로20번길 50,인천광역시 중구 신생동 28-2,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.46787686,126.6288105,2023-04-27
4701,인천광역시 중구청,인천광역시 중구 우현로35번길 20,인천광역시 중구 신포동 26-2,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47071484,126.6256838,2023-04-27
4702,인천광역시 중구청,인천광역시 중구 참외전로 206-2,인천광역시 중구 유동 2-78,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47036319,126.6381254,2023-04-27
4703,인천광역시 중구청,인천광역시 중구 운중로48번길 66-27,인천광역시 중구 운남동 319-6,생활방범,2,200,360도전방면,30,2021-12,032-760-7805,37.48746713,126.5357903,2023-04-27
4704,인천광역시 중구청,인천광역시 중구 늘목로 19,인천광역시 중구 을왕동 455-8,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.452349,126.3957563,2023-04-27
4705,인천광역시 중구청,인천광역시 중구 백운로328번길 45,인천광역시 중구 운북동 506-58,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.50915391,126.5219869,2023-04-27
4706,인천광역시 중구청,인천광역시 중구 신도시북로88번길 38,인천광역시 중구 운서동 2714-10,생활방범,3,200,360도전방면,30,2021-12,032-760-7805,37.49822024,126.4888528,2023-04-27
4707,인천광역시 중구청,인천광역시 중구 서해대로 494번길 2-1,인천광역시 중구 유동 17-3,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.46973695,126.6369498,2023-04-27
4708,인천광역시 중구청,인천광역시 중구 월미문화로 49,인천광역시 중구 북성동1가 98-58,생활방범,4,200,360도전방면,30,2021-12,032-760-7805,37.47385936,126.5972842,2023-04-27
4709,인천광역시 중구청,인천광역시 중구 홍예문로 41-38,인천광역시 중구 송학동2가 8,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.47457804,126.62472,2023-04-27
4710,인천광역시 중구청,인천광역시 중구 넙디로 48,인천광역시 중구 운서동 2925-1,생활방범,2,200,360도전방면,30,2021-12,032-760-7805,37.48296368,126.5092401,2023-04-27
4711,인천광역시 중구청,인천광역시 중구 제물량로135번길 3,인천광역시 중구 답동 15-4,생활방범,4,200,360도전방면,30,2021-12,032-760-7805,37.46928059,126.6286492,2023-04-27
4712,인천광역시 중구청,인천광역시 중구 제물량로133번길 4-1,인천광역시 중구 답동 35-1,생활방범,3,200,360도전방면,30,2021-12,032-760-7805,37.46912771,126.6286746,2023-04-27
4713,인천광역시 중구청,인천광역시 중구 도원로 10번길 41,인천광역시 중구 도원동 33-16,생활방범,1,200,360도전방면,30,2021-12,032-760-7805,37.46653372,126.6381157,2023-04-27
4714,인천광역시 중구청,인천광역시 중구 자유공원서로 37번길 18-11,인천광역시 중구 송월동3가 7-6,생활방범,1,200,360도전방면,30,2022-06,032-760-7805,37.47761413,126.6208205,2023-04-27
4715,인천광역시 중구청,인천광역시 중구 차이나타운로29번길 16,인천광역시 중구 북성동3가 3-57,생활방범,2,200,360도전방면,30,2022-06,032-760-7805,37.47724312,126.6199115,2023-04-27
4716,인천광역시 중구청,인천광역시 중구 자유공원서로 27,인천광역시 중구 북성동3가 3-27,생활방범,3,200,360도전방면,30,2022-12,032-760-7805,37.47675412,126.6204745,2023-04-27
4717,인천광역시 중구청,인천광역시 중구 홍예문로98번길 7,인천광역시 중구 인현동 8-1,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.47616709,126.6304342,2023-04-27
4718,인천광역시 중구청,인천광역시 중구 인중로 278,인천광역시 중구 항동1가 3-8,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.47424216,126.6160098,2023-04-27
4719,인천광역시 중구청,인천광역시 중구 차이나타운로26번길 17,인천광역시 중구 북성동2가 12-21,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.47712278,126.6180935,2023-04-27
4720,인천광역시 중구청,인천광역시 중구 영종순환로 339번길 61,인천광역시 중구 중산동 1850-419,생활방범,2,200,360도전방면,30,2022-12,032-760-7805,37.51354218,126.5430634,2023-04-27
4721,인천광역시 중구청,인천광역시 중구 논골2길 61,인천광역시 중구 운북동 15-37,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.51053321,126.5328971,2023-04-27
4722,인천광역시 중구청,인천광역시 중구 차이나타운로 24-2,인천광역시 중구 북성동2가 8-25,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.47709717,126.6189871,2023-04-27
4723,인천광역시 중구청,인천광역시 중구 참외전로56번길 13,인천광역시 중구 전동 25-19,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.4791718,126.6269197,2023-04-27
4724,인천광역시 중구청,인천광역시 중구 반달로6번길 20,인천광역시 중구 북성동1가 98-525,생활방범,3,200,360도전방면,30,2022-12,032-760-7805,37.47537153,126.6001953,2023-04-27
4725,인천광역시 중구청,인천광역시 중구 백운로 203-25,인천광역시 중구 운남동 631-7,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.50356051,126.5358947,2023-04-27
4726,인천광역시 중구청,인천광역시 중구 샛골로 51-8,인천광역시 중구 도원동 12-106,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.46762617,126.641442,2023-04-27
4727,인천광역시 중구청,인천광역시 중구 율목로30번길 7,인천광역시 중구 율목동 119,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.46951296,126.6339355,2023-04-27
4728,인천광역시 중구청,인천광역시 중구 백운로414번길 11,인천광역시 중구 운북동 520-3,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.51076869,126.5178267,2023-04-27
4835,인천광역시 중구청,인천광역시 중구 제물량로 134,인천광역시 중구 답동 6,생활방범,3,200,360도전방면,30,2019-02,032-760-7805,37.47024851,126.628202,2023-04-27
4836,인천광역시 중구청,인천광역시 중구 홍예문로 30,인천광역시 중구 송학동 2가 18,생활방범,3,200,360도전방면,30,2019-02,032-760-7805,37.47381062,126.6245871,2023-04-27
4837,인천광역시 중구청,인천광역시 중구 신포로 35-1,인천광역시 중구 관동3가 1-4,생활방범,3,200,360도전방면,30,2015-12,032-760-7805,37.47203709,126.62549,2023-04-27
4838,인천광역시 중구청,인천광역시 중구 우현로35번길 23-1,인천광역시 중구 신생동 2-1,생활방범,1,200,360도전방면,30,2015-12,032-760-7805,37.47084247,126.6250371,2023-04-27
4839,인천광역시 중구청,인천광역시 중구 중구 제물량로 154,인천광역시 중구 신포동 18-8,생활방범,1,200,360도전방면,30,2015-12,032-760-7805,37.47038591,126.6268429,2023-04-27
4840,인천광역시 중구청,인천광역시 중구 참외전로 72번길 18-27,인천광역시 중구 중구 전동 15-17,생활방범,1,130,360도전방면,30,2013-06,032-760-7805,37.47051582,126.6002632,2023-04-27
4841,인천광역시 중구청,인천광역시 중구 홍예문로68번길 4-3,인천광역시 중구 전동 22-22,생활방범,1,130,360도전방면,30,2013-06,032-760-7805,37.47547226,126.6272361,2023-04-27
4842,인천광역시 중구청,인천광역시 중구 차이나타운로 59번길,인천광역시 중구 선린동 27-1,생활방범,1,130,360도전방면,30,2013-06,032-760-7805,37.47426846,126.6182591,2023-04-27
4843,인천광역시 중구청,인천광역시 중구 인중로 146번길,인천광역시 중구 사동 34-27,생활방범,2,130,360도전방면,30,2013-06,032-760-7805,37.46719044,126.6271161,2023-04-27
4844,인천광역시 중구청,인천광역시 중구 마시란로 282,인천광역시 중구 남북동 950-4,생활방범,1,130,360도전방면,30,2013-06,032-760-7805,37.44185528,126.4046361,2023-04-27
4845,인천광역시 중구청,인천광역시 중구 서해대로449번길28-5,인천광역시 중구 신흥동2가 27-6,생활방범,1,200,360도전방면,30,2013-06,032-760-7805,37.46683447,126.6329442,2023-04-27
4846,인천광역시 중구청,인천광역시 중구 참외전로244번길 41-9,인천광역시 중구 중구 도원동 72-79,생활방범,1,130,360도전방면,30,2013-06,032-760-7805,37.47051582,126.6002632,2023-04-27
4847,인천광역시 중구청,인천광역시 중구 제물량로335번길 39,인천광역시 중구 북성동 1가 1-116,생활방범,1,130,360도전방면,30,2013-06,032-760-7805,37.48165326,126.6187225,2023-04-27
4848,인천광역시 중구청,인천광역시 중구 차이나 타운로 43,인천광역시 중구 북성동3가 5-6,생활방범,4,130,360도전방면,30,2013-08,032-760-7805,37.47541021,126.6195834,2023-04-27
4849,인천광역시 중구청,인천광역시 중구 차이나타운로 17-2,인천광역시 중구 송월동3가 16-7,생활방범,3,200,360도전방면,30,2022-05,032-760-7805,37.47757023,126.6193741,2023-04-27
4850,인천광역시 중구청,인천광역시 중구 중구 자유공원서로37번길 13-5,인천광역시 중구 송월동 15-15,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47698355,126.620832,2023-04-27
4851,인천광역시 중구청,인천광역시 중구 참외전로56번길 31,인천광역시 중구 전동 13-6,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47886582,126.627728,2023-04-27
4852,인천광역시 중구청,인천광역시 중구 전동로 17,인천광역시 중구 중구 전동 34-5,생활방범,3,130,360도전방면,30,2013-08,032-760-7805,37.47051582,126.6002632,2023-04-27
4853,인천광역시 중구청,인천광역시 중구 전동로 18-5 (전동27-2),인천광역시 중구 전동27-2,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47636616,126.6250717,2023-04-27
4854,인천광역시 중구청,인천광역시 중구 중구 율목로 9-1,인천광역시 중구 신흥동 2가 22-50,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.46861042,126.634585,2023-04-27
4855,인천광역시 중구청,인천광역시 중구 서해대로 500번길 11-1,인천광역시 중구 중구 유동 4-33,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47051582,126.6002632,2023-04-27
4856,인천광역시 중구청,인천광역시 중구 중구 서해대로454번길 9,인천광역시 중구 선화동 31-23일원,생활방범,3,130,360도전방면,30,2013-08,032-760-7805,37.46618284,126.635816,2023-04-27
4857,인천광역시 중구청,인천광역시 중구 답동로 24번길 28-14,인천광역시 중구 중구 율목동 242-19,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47051582,126.6002632,2023-04-27
4858,인천광역시 중구청,인천광역시 중구 참외전로244번길 19-10,인천광역시 중구 도원동 22-40(21-55),생활방범,2,200,360도전방면,30,2022-05,032-760-7805,37.46819864,126.6395099,2023-04-27
4859,인천광역시 중구청,인천광역시 중구 중구 월미문화로 86,인천광역시 중구 북성동1가 98-13,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47111216,126.5958432,2023-04-27
4860,인천광역시 중구청,인천광역시 중구 운남동로3번길 17,인천광역시 중구 중구 운남동 1563-5,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.47051582,126.6002632,2023-04-27
4861,인천광역시 중구청,인천광역시 중구 운중로48번길 24,인천광역시 중구 운남동 136,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.49143284,126.5380762,2023-04-27
4862,인천광역시 중구청,인천광역시 중구 운남동 436-2,인천광역시 중구 운남동 435-8,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.49294271,126.5355817,2023-04-27
4863,인천광역시 중구청,인천광역시 중구 백운로 13,인천광역시 중구 중산동 1018-2,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.50003609,126.5548157,2023-04-27
4864,인천광역시 중구청,인천광역시 중구 백운로 84-6,인천광역시 중구 중산동 1380-20,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.50063881,126.5473853,2023-04-27
4865,인천광역시 중구청,인천광역시 중구 백운로186번길 185,인천광역시 중구 운북동 1254-1(3거리),생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.5187488,126.5415031,2023-04-27
4866,인천광역시 중구청,인천광역시 중구 백운로228번길 188-7,인천광역시 중구 운북동 168-31 (3거리),생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.51565708,126.5348442,2023-04-27
4867,인천광역시 중구청,인천광역시 중구 신도시북로43번길 86,인천광역시 중구 운서동 2744-2번지,생활방범,1,130,360도전방면,30,2013-08,032-760-7805,37.5004744,126.4854599,2023-04-27
4868,인천광역시 중구청,인천광역시 중구 영종대로27번길 38,인천광역시 중구 운서동 2748-2,생활방범,3,200,360도전방면,30,2022-12,032-760-7805,37.49620475,126.484845,2023-04-27
4869,인천광역시 중구청,인천광역시 중구 운남로 265,인천광역시 중구 운남동 566-2,생활방범,2,200,360도전방면,30,2022-12,032-760-7805,37.50038919,126.5373702,2023-04-27
4870,인천광역시 중구청,인천광역시 중구 제물량로 271,인천광역시 중구 북성동1가 3-61,생활방범,2,200,360도전방면,30,2022-12,032-760-7805,37.47614686,126.6170827,2023-04-27
4871,인천광역시 중구청,인천광역시 중구 홍예문로 41-4,인천광역시 중구 송학동2가 2-6,생활방범,1,200,360도전방면,30,2022-12,032-760-7805,37.47404621,126.6254759,2023-04-27
